,Word,lengths
1289,آنکھکاحجاب,10
1290,آنکھکاحلقہ,10
1291,آنکھکارسیلا,11
1292,آنکھکاغبار,10
1293,آنکھکالحاظ,10
1294,آنکھکانشہ,9
1295,آنکھکانور,9
1296,آنکھکاپردہ,10
1297,آنکھکاڈورا,10
1298,آنکھکاڈھلکا,11
1299,آنکھکاڈھیلا,11
1300,آنکھکاکیچڑ,10
1301,آنکھکیحیا,9
1302,آنکھکیسفیدی,11
1303,آنکھکیسیاہی,11
1304,آنکھکیمروت,10
1305,آنکھکیٹھنڈک,11
1306,آنکھکیپتلی,10
1307,آنکھکیپھلی,10
1308,آنکھکیگردش,10
1309,آنکھکےآگے,9
1310,آنکھکےاشارےپر,13
1311,آنکھکےاندھے,11
1312,آنکھکےتارے,10
1313,آنکھکےپردے,10
1314,آنکھوں,6
1315,آنکھوںآنکھوںمیں,15
1316,آنکھوںدیکھتے,12
1317,آنکھوںدیکھی,11
1318,آنکھوںسے,8
1319,آنکھوںسےاوجھل,13
1320,آنکھوںسےعزیز,12
1321,آنکھوںسےمجبور,13
1322,آنکھوںمیں,9
1323,آنکھوںپر,8
1324,آنکھوںکاتیل,11
1325,آنکھوںکاجادو,12
1326,آنکھوںکاجی,10
1327,آنکھوںکانور,11
1328,آنکھوںکیاندھی,13
1329,آنکھوںکیحیا,11
1330,آنکھوںکیسیل,11
1331,آنکھوںکیصفائی,13
1332,آنکھوںکیصورت,12
1333,آنکھوںکیٹھنڈک,13
1334,آنکھوںکیپتلیاں,14
1335,آنکھوںکیپتلیوں,14
1336,آنکھوںکےاندھوں,14
1337,آنکھوںکےاندھے,13
1338,آنکھوںکےبل,10
1339,آنکھوںکےتاروں,13
1340,آنکھوںکےتارے,12
1341,آنکھوںکےپردوں,13
1342,آنکھوںکےپردے,12
1343,آنکھوںہیآنکھوںمیں,17
1344,آنکھیں,6
1345,آنکھیںپھاڑکر,12
1346,آنکہ,4
1347,آنکیں,5
1348,آنگ,3
1349,آنگا,4
1350,آنگبین,6
1351,آنگن,4
1352,آنگنوں,6
1353,آنگھ,4
1354,آنگھی,5
1355,آنگھیاں,7
1356,آنگی,4
1357,آنگیاں,6
1358,آنگے,4
1359,آنہ,3
1360,آنہڑ,4
1361,آنی,3
1362,آنیبانی,7
1363,آنیجانی,7
1364,آنین,4
1365,آنیوالی,7
1366,آنیوالے,7
1367,آنیں,4
1368,آنیہ,4
1369,آنے,3
1370,آنےجانے,7
1371,آنےوالی,7
1372,آنےکا,5
1373,آو,2
1374,آوبھاو,6
1375,آوبھگت,6
1376,آوجاو,5
1377,آوا,3
1378,آواجاوا,7
1379,آواجاوی,7
1380,آواگمن,6
1381,آواتار,6
1382,آواجائی,7
1383,آواجاہی,7
1384,آوارا,5
1385,آوارجہ,6
1386,آوارجے,6
1387,آوارگان,7
1388,آوارگاں,7
1389,آوارگی,6
1390,آوارگیاں,8
1391,آوارگیوں,8
1392,آوارہ,5
1393,آوارہبخت,8
1394,آوارہجذبہ,9
1395,آوارہخانماں,11
1396,آوارہدرویش,10
1397,آوارہسری,8
1398,آوارہمزاج,9
1399,آوارہوطن,8
1400,آوارہچشم,8
1401,آوارہگرد,8
1402,آوارۂغربت,9
1403,آواز,4
1404,آوازبازگشت,10
1405,آوازجرس,7
1406,آوازخندہ,8
1407,آوازدبانا,9
1408,آوازدرا,7
1409,آوازدہندہ,9
1410,آوازسے,6
1411,آوازصور,7
1412,آوازغیب,7
1413,آوازنگار,8
1414,آوازپا,6
1415,آوازپر,6
1416,آوازکاپلا,9
1417,آوازکش,6
1418,آوازگیر,7
1419,آوازو,5
1420,آوازوں,6
1421,آوازہ,5
1422,آوازہخلق,8
1423,آوازہکشی,8
1424,آوازیں,6
1425,آوازے,5
1426,آوان,4
1427,آواگون,6
1428,آواہ,4
1429,آواے,4
1430,آوت,3
1431,آوتار,5
1432,آوتیں,5
1433,آوج,3
1434,آوخ,3
1435,آوخآور,6
1436,آوخیں,5
1437,آور,3
1438,آورتک,5
1439,آورا,4
1440,آورالعین,8
1441,آورجہ,5
1442,آورد,4
1443,آوردن,5
1444,آوردگان,7
1445,آوردگاہ,7
1446,آوردگاہی,8
1447,آوردہ,5
1448,آوردہنویس,9
1449,آوردہگاہ,8
1450,آوردیں,6
1451,آوروں,5
1452,آوری,4
1453,آون,3
1454,آونا,4
1455,آوند,4
1456,آونگ,4
1457,آونگی,5
1458,آونہ,4
1459,آونیں,5
1460,آووں,4
1461,آوٹ,3
1462,آوٹنگ,5
1463,آوٹنگز,6
1464,آوہ,3
1465,آویختنہ,7
1466,آویختوں,7
1467,آویختگان,8
1468,آویختہ,6
1469,آویز,4
1470,آویزا,5
1471,آویزاں,6
1472,آویزش,5
1473,آویزشوں,7
1474,آویزشیں,7
1475,آویزو,5
1476,آویزوں,6
1477,آویزہ,5
1478,آویزہدار,8
1479,آویزہکشی,8
1480,آویزے,5
1481,آویژہ,5
1482,آویں,4
1483,آوے,3
1484,آٹ,2
1485,آٹا,3
1486,آٹاآٹا,6
1487,آٹادال,6
1488,آٹاپائی,7
1489,آٹو,3
1490,آٹوبیاگرافی,11
1491,آٹوبیاگرفی,10
1492,آٹوگراف,7
1493,آٹوگرافس,8
1494,آٹومیٹک,7
1495,آٹھ,3
1496,آٹھآٹھآنسو,10
1497,آٹھاٹھارہ,9
1498,آٹھدرا,6
1499,آٹھصدی,6
1500,آٹھپہر,6
1501,آٹھواں,6
1502,آٹھوں,5
1503,آٹھوںپہر,8
1504,آٹھویں,6
1505,آٹھیں,5
1506,آٹے,3
1507,آٹےدال,6
1508,آپ,2
1509,آپآپ,4
1510,آپآپمیں,7
1511,آپآپکو,6
1512,آپایسا,6
1513,آپبرتی,6
1514,آپبھاتی,7
1515,آپبیتی,6
1516,آپبیتیاں,8
1517,آپبیتیوں,8
1518,آپروپ,5
1519,آپستا,5
1520,آپسے,4
1521,آپکاجی,6
1522,آپکاج,5
1523,آپکاری,6
1524,آپکو,4
1525,آپکےجی,6
1526,آپہی,4
1527,آپا,3
1528,آپااماں,7
1529,آپابی,5
1530,آپابیگم,7
1531,آپاجان,6
1532,آپاجی,5
1533,آپادھاپی,8
1534,آپاشبو,6
1535,آپریشن,6
1536,آپریشنتھیٹر,11
1537,آپریشنتھیٹرز,12
1538,آپریشنتھیٹروں,13
1539,آپریشنز,7
1540,آپریشنل,7
1541,آپریشنوں,8
1542,آپریٹر,6
1543,آپریٹرز,7
1544,آپریٹنگ,7
1545,آپس,3
1546,آپسداری,7
1547,آپسمیں,6
1548,آپسکا,5
1549,آپسکامعاملہ,11
1550,آپسکاواسطہ,10
1551,آپسکی,5
1552,آپسکیبات,8
1553,آپسکیباتوں,10
1554,آپسکیباتیں,10
1555,آپسکیپھوٹ,9
1556,آپسکےمعاملات,12
1557,آپسکےمعاملے,11
1558,آپسی,4
1559,آپشن,4
1560,آپشنز,5
1561,آپنی,4
1562,آپنے,4
1563,آپکا,4
1564,آپکی,4
1565,آپکے,4
1566,آپی,3
1567,آپیں,4
1568,آپے,3
1569,آچا,3
1570,آچاؤ,4
1571,آچاؤں,5
1572,آچار,4
1573,آچاروں,6
1574,آچاری,5
1575,آچاریا,6
1576,آچاریاں,7
1577,آچاریوں,7
1578,آچاریہ,6
1579,آچاریے,6
1580,آچکا,4
1581,آچکی,4
1582,آچکے,4
1583,آچھیں,5
1584,آڈر,3
1585,آڈربک,5
1586,آڈمبر,5
1587,آڈٹ,3
1588,آڈیشن,5
1589,آڈیو,4
1590,آڈیٹر,5
1591,آڈیٹرز,6
1592,آڈیٹروں,7
1593,آڈیٹوریم,8
1594,آڈیٹوریمز,9
1595,آڑ,2
1596,آڑپاڑ,5
1597,آڑکباڑ,6
1598,آڑکواڑ,6
1599,آڑا,3
1600,آڑاترچھا,8
1601,آڑاسیدھا,8
1602,آڑاوقت,6
1603,آڑاپاجامہ,9
1604,آڑاچوتالہ,9
1605,آڑاچوڑا,7
1606,آڑبند,5
1607,آڑت,3
1608,آڑتھ,4
1609,آڑو,3
1610,آڑوؤں,5
1611,آڑوں,4
1612,آڑھ,3
1613,آڑھت,4
1614,آڑھتوں,6
1615,آڑھتی,5
1616,آڑھتیا,6
1617,آڑھتیوں,7
1618,آڑھتیں,6
1619,آڑھتیے,6
1620,آڑی,3
1621,آڑیتراش,7
1622,آڑیترچھی,8
1623,آڑیمانگ,7
1624,آڑیمشکل,7
1625,آڑیپٹی,6
1626,آڑیاں,5
1627,آڑیو,4
1628,آڑیوں,5
1629,آڑیں,4
1630,آڑے,3
1631,آژمیر,5
1632,آژنگ,4
1633,آک,2
1634,آککاڈوڈا,8
1635,آکا,3
1636,آکاؤ,4
1637,آکاؤں,5
1638,آکار,4
1639,آکاروں,6
1640,آکاریں,6
1641,آکاس,4
1642,آکاش,4
1643,آکاشبانی,8
1644,آکاشبیل,7
1645,آکاشدیا,7
1646,آکاشنیم,7
1647,آکاشپھل,7
1648,آکاشچوٹی,8
1649,آکاشگنگا,8
1650,آکاشوں,6
1651,آکر,3
1652,آکری,4
1653,آکریاں,6
1654,آکس,3
1655,آکسائڈ,6
1656,آکسائیڈ,7
1657,آکسائیڈنٹ,9
1658,آکسائیڈنٹس,10
1659,آکسفورڈ,7
1660,آکسن,4
1661,آکسیجن,6
1662,آکسیڈنٹ,7
1663,آکسیڈینٹس,9
1664,آکشن,4
1665,آکل,3
1666,آکلانوں,7
1667,آکلانہ,6
1668,آکلوں,5
1669,آکلہ,4
1670,آکلہخورہ,8
1671,آکلین,5
1672,آکن,3
1673,آکول,4
1674,آکولہ,5
1675,آکوں,4
1676,آکٹرائے,7
1677,آکٹراے,6
1678,آکٹوپسوں,8
1679,آکٹوپس,6
1680,آکٹوپسز,7
1681,آکڑا,4
1682,آکھ,3
1683,آکھا,4
1684,آکھاؤ,5
1685,آکھاؤں,6
1686,آکھاس,5
1687,آکھاسی,6
1688,آکھت,4
1689,آکھتوں,6
1690,آکھتیں,6
1691,آکھر,4
1692,آکھروٹ,6
1693,آکھروں,6
1694,آکھریں,6
1695,آکھلاپن,7
1696,آکھوباکھو,9
1697,آکھی,4
1698,آکھیا,5
1699,آکھیاں,6
1700,آکھییں,6
1701,آکے,3
1702,آگ,2
1703,آگببولا,7
1704,آگببولے,7
1705,آگبوٹ,5
1706,آگبٹیا,6
1707,آگبگولا,7
1708,آگلگاؤ,6
1709,آگلگانا,7
1710,آگلگنا,6
1711,آگپانی,6
1712,آگپانیکابیر,11
1713,آگپربارود,9
1714,آگکاباغ,7
1715,آگکادریا,8
1716,آگکاپتلا,8
1717,آگکاپتنگا,9
1718,آگکاپھول,8
1719,آگکاپیڑ,7
1720,آگکاکرہ,7
1721,آگکاکھیل,8
1722,آگکاگھر,7
1723,آگکاہتھیار,10
1724,آگکیلپٹ,7
1725,آگکےمول,7
1726,آگکےپتلوں,9
1727,آگکےپتلے,8
1728,آگئی,4
1729,آگئیں,5
1730,آگئے,4
1731,آگا,3
1732,آگاتاگا,7
1733,آگاپیچھا,8
1734,آگار,4
1735,آگاہ,4
1736,آگاہدل,6
1737,آگاہکرنا,8
1738,آگاہہونا,8
1739,آگاہی,5
1740,آگاہیاں,7
1741,آگاہیوں,7
1742,آگر,3
1743,آگرو,4
1744,آگروؤ,5
1745,آگروؤں,6
1746,آگرہ,4
1747,آگل,3
1748,آگلا,4
1749,آگم,3
1750,آگماندیشہ,9
1751,آگمبات,6
1752,آگمودیا,7
1753,آگمن,4
1754,آگموں,5
1755,آگن,3
1756,آگندوں,6
1757,آگندگان,7
1758,آگندہ,5
1759,آگندہگوش,8
1760,آگو,3
1761,آگوا,4
1762,آگواؤ,5
1763,آگواؤں,6
1764,آگوائیں,7
1765,آگوں,4
1766,آگھات,5
1767,آگھاتیں,7
1768,آگھر,4
1769,آگہ,3
1770,آگہہ,4
1771,آگہی,4
1772,آگہیاں,6
1773,آگہیوں,6
1774,آگیا,4
1775,آگینہ,5
1776,آگے,3
1777,آگےآگے,6
1778,آگےبڑھکر,8
1779,آگےبڑھنا,8
1780,آگےدیکھکر,9
1781,آگےدےکر,7
1782,آگےپیچھے,8
1783,آگےچلکر,7
1784,آگےکو,5
1785,آں,2
1786,آںجناب,6
1787,آںجہانی,7
1788,آںحضرت,6
1789,آہ,2
1790,آہآتشبار,8
1791,آہجگر,5
1792,آہجگرسوز,8
1793,آہدلدوز,7
1794,آہرسا,5
1795,آہزناں,6
1796,آہسحر,5
1797,آہسرد,5
1798,آہسوزاں,7
1799,آہشب,4
1800,آہفشاں,6
1801,آہنیمشب,7
1802,آہنیمشبی,8
1803,آہوبکا,6
1804,آہوزاری,7
1805,آہوزاریاں,9
1806,آہوفغاں,7
1807,آہا,3
1808,آہاجی,5
1809,آہار,4
1810,آہاں,4
1811,آہت,3
1812,آہتی,4
1813,آہتیں,5
1814,آہر,3
1815,آہرن,4
1816,آہستا,5
1817,آہستگی,6
1818,آہستگیسے,8
1819,آہستہ,5
1820,آہستہآہستہ,10
1821,آہستہرائے,9
1822,آہستہرو,7
1823,آہستہقدم,8
1824,آہستے,5
1825,آہل,3
1826,آہلا,4
1827,آہلاؤ,5
1828,آہلاؤں,6
1829,آہلہ,4
1830,آہم,3
1831,آہن,3
1832,آہنبار,6
1833,آہنتاب,6
1834,آہنجان,6
1835,آہندل,5
1836,آہنربا,6
1837,آہنپوش,6
1838,آہنگداز,7
1839,آہنگذار,7
1840,آہنگر,5
1841,آہنگوں,6
1842,آہناب,5
1843,آہنابی,6
1844,آہنجہ,5
1845,آہنکار,6
1846,آہنکارن,7
1847,آہنکاروں,8
1848,آہنکاری,7
1849,آہنگ,4
1850,آہنگآہنگ,8
1851,آہنگانگیز,9
1852,آہنگی,5
1853,آہنی,4
1854,آہنیجان,7
1855,آہنیجگر,7
1856,آہنیدل,6
1857,آہنیسڑک,7
1858,آہنیسڑکوں,9
1859,آہنیسڑکیں,9
1860,آہنیپردہ,8
1861,آہنیپیکر,8
1862,آہنیچھاپہ,9
1863,آہنیں,5
1864,آہو,3
1865,آہوخانہ,7
1866,آہوشکم,6
1867,آہوقدم,6
1868,آہونما,6
1869,آہونگاہ,7
1870,آہوچشم,6
1871,آہوگیر,6
1872,آہوؤں,5
1873,آہوان,5
1874,آہوانہ,6
1875,آہوبرہ,6
1876,آہوبرے,6
1877,آہوتی,5
1878,آہوتیاں,7
1879,آہوری,5
1880,آہوں,4
1881,آہویا,5
1882,آہوےآفتاب,9
1883,آہوےحرم,7
1884,آہوےرمخوردہ,11
1885,آہوےزرنگار,10
1886,آہوےچرخ,7
1887,آہوےچین,7
1888,آہٹ,3
1889,آہٹوں,5
1890,آہٹیں,5
1891,آہک,3
1892,آہکی,4
1893,آہی,3
1894,آہین,4
1895,آہینہ,5
1896,آہیں,4
1897,آہے,3
1898,آی,2
1899,آیئں,4
1900,آیئے,4
1901,آیا,3
1902,آیاپٹی,6
1903,آیاگیری,7
1904,آیاؤں,5
1905,آیائیں,6
1906,آیات,4
1907,آیاتآیات,8
1908,آیاتبینات,9
1909,آیاتسجدہ,8
1910,آیاتمتشابہات,12
1911,آیاتمحکمات,10
1912,آیاتکمال,8
1913,آیاں,4
1914,آیت,3
1915,آیتاللہ,7
1916,آیتالکرسی,9
1917,آیتتطہیر,8
1918,آیتحدیث,7
1919,آیتسجدہ,7
1920,آیتمطلق,7
1921,آیتوحدیث,8
1922,آیتکریمہ,8
1923,آیتوں,5
1924,آیتوںحدیثوں,11
1925,آیتیں,5
1926,آیتیںحدیثیں,11
1927,آید,3
1928,آینجان,6
1929,آیند,4
1930,آیندگان,7
1931,آیندہ,5
1932,آیو,3
1933,آیورویدک,8
1934,آیوڈائڈ,7
1935,آیوڈوفارم,9
1936,آیوڈین,6
1937,آیوڈینزدہآیوڈین,15
1938,آیوں,4
1939,آیہ,3
1940,آیہرحمت,7
1941,آیۂکریمہ,8
1942,آیینہ,5
1943,آیینے,5
1944,آے,2
1945,ؤ,1
1946,ؤں,2
1947,ئ,1
1948,ئل,2
1949,ئی,2
1950,ئیں,3
1951,ئے,2
1952,ا,1
1953,ائتلاف,6
1954,ائتلافثلاثہ,11
1955,ائتلافی,7
1956,ائتلافیت,8
1957,ائر,3
1958,ائرپورٹ,7
1959,ائلام,5
1960,ائلامی,6
1961,ائلامیت,7
1962,ائمہ,4
1963,ائمہاثناعشر,11
1964,ائمہاربعہ,9
1965,ائمہاطہار,9
1966,ائمہثلاثہ,9
1967,ائمہسبعہ,8
1968,ائمہستہ,7
1969,ائمۂاربعہ,9
1970,ائمۂاطہار,9
1971,ائمۂثلاثہ,9
1972,ائمۂسبعہ,8
1973,ائی,3
1974,ائیر,4
1975,ائیرلائن,8
1976,ائیرلائنز,9
1977,ائیرپورٹ,8
1978,ائین,4
1979,ائینی,5
1980,ائیں,4
1981,ائے,3
1982,اب,2
1983,اببھی,5
1984,ابتب,4
1985,ابتک,4
1986,ابجب,4
1987,ابسےدور,7
1988,ابنہتب,6
1989,ابوجد,5
1990,ابکرکے,6
1991,ابکے,4
1992,ابا,3
1993,اباجان,6
1994,اباجدا,6
1995,ابازیر,6
1996,ابابیل,6
1997,ابابیلجنگلی,11
1998,ابابیلسیلانی,12
1999,ابابیلکوچی,10
2000,ابابیلوں,8
2001,ابابیلیا,8
2002,ابابیلیں,8
2003,ابات,4
2004,اباحت,5
2005,اباحتی,6
2006,اباحتیں,7
2007,اباحی,5
2008,اباحیت,6
2009,اباحیہ,6
2010,اباد,4
2011,ابادان,6
2012,ابادانی,7
2013,ابادانیت,8
2014,اباریق,6
2015,ابازیری,7
2016,اباسی,5
2017,اباسیاں,7
2018,اباضیہ,6
2019,اباطح,5
2020,اباطیل,6
2021,اباعد,5
2022,اباق,4
2023,ابال,4
2024,ابالا,5
2025,ابالتا,6
2026,ابالتی,6
2027,ابالتیں,7
2028,ابالتے,6
2029,ابالسہ,6
2030,ابالنا,6
2031,ابالنی,6
2032,ابالنے,6
2033,ابالو,5
2034,ابالوں,6
2035,ابالی,5
2036,ابالیسبالی,10
2037,ابالیہنڈیا,10
2038,ابالیس,6
2039,ابالیو,6
2040,ابالیں,6
2041,ابالیے,6
2042,ابالے,5
2043,ابانیہ,6
2044,اباک,4
2045,اباکا,5
2046,اباکی,5
2047,اباکیں,6
2048,اباکے,5
2049,اباہن,5
2050,ابتار,5
2051,ابتت,4
2052,ابتث,4
2053,ابتدا,5
2054,ابتدااعرض,9
2055,ابتداء,6
2056,ابتداءالمرض,11
2057,ابتداءمیں,9
2058,ابتدائ,6
2059,ابتدائی,7
2060,ابتدائیرسوم,11
2061,ابتدائیرسومات,13
2062,ابتدائیطبیامداد,15
2063,ابتدائیعدالت,12
2064,ابتدائیعدالتوں,14
2065,ابتدائیعدالتیں,14
2066,ابتدائیات,9
2067,ابتدائیوں,9
2068,ابتدائیہ,8
2069,ابتدائیے,8
2070,ابتدائے,7
2071,ابتدائےجزئی,11
2072,ابتدائےکلی,10
2073,ابتداع,6
2074,ابتدالی,7
2075,ابتداےجزئی,10
2076,ابتذال,6
2077,ابتر,4
2078,ابتری,5
2079,ابتریا,6
2080,ابتسام,6
2081,ابتعاد,6
2082,ابتغا,5
2083,ابتغاء,6
2084,ابتلا,5
2085,ابتلائی,7
2086,ابتلائیت,8
2087,ابتلائیں,8
2088,ابتلاع,6
2089,ابتکار,6
2090,ابتہاج,6
2091,ابتہال,6
2092,ابج,3
2093,ابجد,4
2094,ابجدآموز,8
2095,ابجدآموزی,9
2096,ابجدخوانی,9
2097,ابجدخواں,8
2098,ابجدداں,7
2099,ابجدشناس,8
2100,ابجدکاتالا,10
2101,ابجدکاقفل,9
2102,ابجدکیپٹی,9
2103,ابجدکےتالوں,11
2104,ابجدکےتالے,10
2105,ابجدی,5
2106,ابجدیحروف,9
2107,ابجدیرسمالخط,12
2108,ابجل,4
2109,ابجھ,4
2110,ابحاث,5
2111,ابحار,5
2112,ابخر,4
2113,ابخرا,5
2114,ابخرات,6
2115,ابخرہ,5
2116,ابخرے,5
2117,ابخل,4
2118,ابخلوں,6
2119,ابد,3
2120,ابدالابد,8
2121,ابدقرار,7
2122,ابدمدت,6
2123,ابدا,4
2124,ابداابدا,8
2125,ابداء,5
2126,ابدارع,6
2127,ابداع,5
2128,ابداعی,6
2129,ابدال,5
2130,ابدالنسبت,9
2131,ابدالآباد,9
2132,ابدالدہر,8
2133,ابدالوں,7
2134,ابدالی,6
2135,ابدالیوں,8
2136,ابدان,5
2137,ابدانزاکیہ,10
2138,ابدج,4
2139,ابدح,4
2140,ابدھ,4
2141,ابدھوت,6
2142,ابدی,4
2143,ابدیالظہور,10
2144,ابدیا,5
2145,ابدیت,5
2146,ابدیہ,5
2147,ابذ,3
2148,ابر,3
2149,ابرآذار,7
2150,ابرآذاری,8
2151,ابرآذری,7
2152,ابرباراں,8
2153,ابربہار,7
2154,ابربہاراں,9
2155,ابربہاری,8
2156,ابربہمن,7
2157,ابربہمنی,8
2158,ابرتر,5
2159,ابرتنک,6
2160,ابرتیرہ,7
2161,ابرتیغ,6
2162,ابرجوشاں,8
2163,ابردریابار,10
2164,ابرربیع,7
2165,ابررحمت,7
2166,ابررواں,7
2167,ابرسپر,6
2168,ابرسیاہ,7
2169,ابرعالمگیر,10
2170,ابرغلیظ,7
2171,ابرقبلہ,7
2172,ابرمردہ,7
2173,ابرمطیر,7
2174,ابرنوبہار,9
2175,ابرنوبہاری,10
2176,ابرنیساں,8
2177,ابرکرم,6
2178,ابرکوہسار,9
2179,ابرکہسار,8
2180,ابرگوہر,7
2181,ابرگوہربار,10
2182,ابرا,4
2183,ابرار,5
2184,ابراز,5
2185,ابرازات,7
2186,ابرازی,6
2187,ابرام,5
2188,ابراھیم,7
2189,ابراہم,6
2190,ابراہیم,7
2191,ابراہیمادہم,11
2192,ابراہیمی,8
2193,ابراہیمیہ,9
2194,ابرد,4
2195,ابرسیہ,6
2196,ابرش,4
2197,ابرشہ,5
2198,ابرص,4
2199,ابرصوں,6
2200,ابرق,4
2201,ابرقی,5
2202,ابرمسی,6
2203,ابرن,4
2204,ابرنا,5
2205,ابرنجن,6
2206,ابرنجیں,7
2207,ابرو,4
2208,ابروؤ,5
2209,ابروؤں,6
2210,ابروئیں,7
2211,ابروئےپیوستہ,12
2212,ابروئےکشیدہ,11
2213,ابروےپیوستہ,11
2214,ابروےکشیدہ,10
2215,ابرک,4
2216,ابرککاکنول,10
2217,ابرکھ,5
2218,ابرکھی,6
2219,ابرکہساری,9
2220,ابرکی,5
2221,ابرگندہبہار,11
2222,ابرگہربار,9
2223,ابرہ,4
2224,ابرہن,5
2225,ابرہہ,5
2226,ابرۃ,4
2227,ابری,4
2228,ابریکاپتھر,10
2229,ابریشم,6
2230,ابریشمی,7
2231,ابریشمینہ,9
2232,ابریشمیں,8
2233,ابریق,5
2234,ابریقوں,7
2235,ابرین,5
2236,ابزار,5
2237,ابس,3
2238,ابسا,4
2239,ابسائی,6
2240,ابسائیاں,8
2241,ابساط,5
2242,ابسالم,6
2243,ابسام,5
2244,ابستا,5
2245,ابستی,5
2246,ابستیں,6
2247,ابستے,5
2248,ابسرا,5
2249,ابسراؤ,6
2250,ابسراؤں,7
2251,ابسرائیں,8
2252,ابسنا,5
2253,ابسنی,5
2254,ابسنے,5
